misc/nupdates,misc/total_timesteps,fps,eprewmean,epsuccessmean,epcollisionmean,eppathlengthmean,loss/policy_entropy,loss/policy_loss,loss/value_loss
3140,12061440,870,26.887796,0.944,0.056,23.544718752388842,1.4189385175704956,0.00021467990627570542,5.291901680268348
3160,12138240,870,26.426058,0.936,0.064,23.498658485366033,1.4189385175704956,0.0008634277589408157,3.1736533687682824
3180,12215040,870,26.771402,0.944,0.056,22.848483793968335,1.4189385175704956,-0.0005394604508182965,4.218267106683925
3200,12291840,870,26.51656,0.936,0.064,23.02659810123127,1.4189385175704956,0.0007804788067005575,3.948660617612768
3220,12368640,870,26.90266,0.948,0.052,23.085481700643896,1.4189385175704956,0.0016359435972844948,2.6324013931443915
3240,12445440,871,25.998213,0.926,0.072,22.915432918928563,1.4189385175704956,0.0004992766909708735,3.066196076874621
3260,12522240,871,25.945004,0.918,0.082,23.156925010073,1.4189385175704956,0.0017651867485255935,4.486215666076168
3280,12599040,871,26.7145,0.942,0.058,23.076059377354394,1.4189385175704956,-9.599969489499926e-05,5.605355162161868
3300,12675840,871,27.30698,0.958,0.042,23.216634462419897,1.4189385175704956,-0.0020095978670724435,2.343226831057109
3320,12752640,871,27.007217,0.952,0.048,23.42197227113694,1.4189385175704956,-0.00027908294432563705,2.7227770543890073
3340,12829440,871,26.842505,0.944,0.054,23.754194545511158,1.4189385175704956,0.00036602417058020367,1.3005163632333279
3360,12906240,871,25.896667,0.926,0.074,23.285495103465394,1.4189385175704956,0.0004443873237505613,5.2765993002918545
3380,12983040,871,26.317442,0.938,0.062,23.786447339138014,1.4189385175704956,-0.000381512226886116,4.741623454808723
3400,13059840,871,27.57802,0.962,0.038,24.089374618819914,1.4189385175704956,-0.0018074062981213502,0.5911630619026255
3420,13136640,871,26.112068,0.926,0.074,22.937800175242128,1.4189385175704956,-0.0004988187736671534,3.331614465324674
3440,13213440,872,26.527445,0.936,0.064,23.118092355811967,1.4189385175704956,-0.0007507703099690844,1.8008414083975368
3460,13290240,872,26.721785,0.942,0.056,23.196613931780682,1.4189385175704956,-0.0005910927982768043,4.101998963416554
3480,13367040,872,26.305187,0.932,0.068,23.190530601333826,1.4189385175704956,0.00024550697125960144,2.3502012065029705
3500,13443840,872,26.618847,0.936,0.064,23.776258900986985,1.4189385175704956,-0.00012087923823855817,3.524030360695906
3520,13520640,872,26.391478,0.936,0.062,24.32519967892766,1.4189385175704956,-0.001343320028445305,7.011996284057386
3540,13597440,872,26.042118,0.928,0.07,23.664553672084583,1.4189385175704956,0.001761252773576416,3.7341992100467905
3560,13674240,872,26.973562,0.95,0.05,24.058374136462806,1.4189385175704956,-0.0016879646796496672,4.222161304985638
3580,13751040,872,26.025507,0.922,0.078,23.620114744625987,1.4189385175704956,0.0027442110564152244,6.806189249036834
3600,13827840,872,25.908234,0.924,0.074,23.43758321670443,1.4189385175704956,0.003608449312741868,6.73421980845742
3620,13904640,873,25.672457,0.922,0.078,23.006107688798103,1.4189385175704956,0.0015009414579253643,5.56019129230408
3640,13981440,873,27.09161,0.956,0.044,23.15429127869103,1.4189385175704956,0.002114995807642117,2.5744050909532232
3660,14058240,873,24.505148,0.894,0.106,23.00987927637249,1.4189385175704956,0.0009263536398066208,6.0148865706985815
3680,14135040,873,26.840416,0.944,0.056,24.14332898841612,1.4189385175704956,-0.0031487282874877566,1.3528505792375654
3700,14211840,873,27.241394,0.964,0.036,23.841036116534845,1.4189385175704956,0.0003180349332978949,1.5238943279837258
3720,14288640,873,27.853153,0.97,0.03,25.444488579535857,1.4189385175704956,0.0006063076260033994,0.7972880738088861
3740,14365440,873,27.390938,0.964,0.036,24.96710445430316,1.4189385175704956,-0.0034013113530818374,0.2263331964612007
3760,14442240,873,26.090734,0.936,0.064,23.959444012416526,1.4189385175704956,0.0007669245824217796,6.653966089442838
3780,14519040,873,27.509102,0.968,0.03,25.031948041097262,1.4189385175704956,-0.0028236523128725823,0.7954751283046789
3800,14595840,873,27.09749,0.954,0.046,25.314036309522578,1.4189385175704956,0.0009250267852621618,3.201842034375295
3820,14672640,873,27.648575,0.974,0.026,24.815893370367586,1.4189385175704956,-0.0010791961423819885,0.3638118246337399
3840,14749440,874,27.048933,0.956,0.038,24.97040378742572,1.4189385175704956,-0.0026058737945277243,2.528392251697369
3860,14826240,874,26.823917,0.946,0.052,24.76899296143651,1.4189385175704956,-0.0029083109118801078,1.2881250049453228
3880,14903040,874,27.013277,0.952,0.046,25.522541055385023,1.4189385175704956,-0.003721382991852806,2.3940196672221647
3900,14979840,874,26.831789,0.944,0.05,25.573511820019224,1.4189385175704956,-0.002915079767990392,2.5207874599844216
3920,15056640,874,27.722414,0.96,0.04,25.553929206686096,1.4189385175704956,-0.0011847861689602724,0.2757250394206494
3940,15133440,874,28.154306,0.976,0.022,26.59206897915155,1.4189385175704956,-0.0013743101357249544,1.599402208882384
3960,15210240,874,27.294971,0.956,0.042,26.48494516865164,1.4189385175704956,-0.000927213543036487,1.7868174155242742
3980,15287040,874,26.247442,0.936,0.062,25.396290901152415,1.4189385175704956,-0.0007699930007220246,2.073985515080858
4000,15363840,874,27.720535,0.966,0.03,26.5824981213212,1.4189385175704956,-0.0005944550764979794,3.581074557756074
4020,15440640,875,27.044382,0.956,0.044,25.70204036835767,1.4189385175704956,-0.0026408512581838294,1.2287368858931587
4040,15517440,875,27.238356,0.958,0.042,26.14727916586958,1.4189385175704956,-0.004404276955756359,0.23151112743653357
4060,15594240,875,26.920176,0.948,0.05,25.873643833918496,1.4189385175704956,-0.0034123683562938822,0.3715835189912468
4080,15671040,875,26.714676,0.952,0.048,24.826257920326665,1.4189385175704956,-0.0030488989148580005,1.5427247306448408
4100,15747840,875,27.505596,0.964,0.036,26.39337148833368,1.4189385175704956,-0.0040464591205818575,0.6990509909577668
4120,15824640,875,27.557976,0.962,0.036,26.08507354517095,1.4189385175704956,-5.678196903318167e-05,1.4814969859551639
4140,15901440,875,26.757832,0.944,0.054,25.975331829739734,1.4189385175704956,-0.0007220665331260534,2.6532867403933778
4160,15978240,875,27.326622,0.962,0.032,25.814806323349476,1.4189385175704956,-0.002776471153265447,0.851480391039513
4180,16055040,875,26.660149,0.948,0.048,24.812960947560146,1.4189385175704956,0.003319512439338723,3.8402541156858208
4200,16131840,875,27.166637,0.954,0.046,24.908812747182324,1.4189385175704956,-0.0006458150295657106,1.1296449315035715
